Player	Yr		Team 	G 	AB 	R 	H 	2B 	3B 	HR 	GS 	RBI 	BB 	IBB 	SO 	SH 	SF 	HBP 	GIDP AVG 	OBP  	SLG
Thome	1998 	Indians 	123 	440 	89 	129 	34 	2 	30 	0 	85 	89 	8 	141 	0 	4 	4 	7 	.293 	.413 	.584
Thome	1999 	Indians 	146 	494 	101 	137 	27 	2 	33 	3 	108 	127 	13 	171 	0 	4 	4 	6 	.277 	.426 	.540
Thome	2000 	Indians 	158 	557 	106 	150 	33 	1 	37 	0 	106 	118 	4 	171 	0 	5 	4 	8 	.269 	.398 	.531
Thome	2001 	Indians 	156 	526 	101 	153 	26 	1 	49 	0 	124 	111 	13 	185 	0 	3 	4 	9 	.291 	.416 	.624
Thome	2002 	Indians 	147 	480 	101 	146 	19 	2 	52 	2 	118 	122 	18 	139 	0 	6 	5 	5 	.304 	.445 	.677
Thome	2003 	Phillies 	159 	578 	111 	154 	30 	3 	47 	0 	131 	111 	11 	182 	0 	5 	4 	5 	.266 	.385 	.573
Thome	2004 	Phillies 	143 	508 	97 	139 	28 	1 	42 	0 	105 	104 	26 	144 	0 	4 	2 	10 	.274 	.396 	.581
Thome	2005 	Phillies 	59 	193 	26 	40 	7 	0 	7 	0 	30 	45 	4 	59 	0 	2 	2 	5 	.207 	.360 	.352
ARod	1994 	Mariners 	17 	54 	4 	11 	0 	0 	0 	0 	2 	3 	0 	20 	1 	1 	0 	0 	.204 	.241 	.204
ARod	1995 	Mariners 	48 	142 	15 	33 	6 	2 	5 	0 	19 	6 	0 	42 	1 	0 	0 	0 	.232 	.264 	.408
ARod	1996 	Mariners 	146 	601 	141 	215 	54 	1 	36 	3 	123 	59 	1 	104 	6 	7 	4 	15 	.358 	.414 	.631
ARod	1997 	Mariners 	141 	587 	100 	176 	40 	3 	23 	0 	84 	41 	1 	99 	4 	1 	5 	14 	.300 	.350 	.496
ARod	1998 	Mariners 	161 	686 	123 	213 	35 	5 	42 	0 	124 	45 	0 	121 	3 	4 	10 	12 	.310 	.360 	.560
ARod	1999 	Mariners 	129 	502 	110 	143 	25 	0 	42 	3 	111 	56 	2 	109 	1 	8 	5 	12 	.285 	.357 	.586
ARod	2000 	Mariners 	148 	554 	134 	175 	34 	2 	41 	1 	132 	100 	5 	121 	0 	11 	7 	10 	.316 	.420 	.606
ARod	2001 	Rangers 	162 	632 	133 	201 	34 	1 	52 	1 	135 	75 	6 	131 	0 	9 	16 	17 	.318 	.399 	.622
ARod	2002 	Rangers 	162 	624 	125 	187 	27 	2 	57 	1 	142 	87 	12 	122 	0 	4 	10 	14 	.300 	.392 	.623
ARod	2003 	Rangers 	161 	607 	124 	181 	30 	6 	47 	1 	118 	87 	10 	126 	0 	6 	15 	16 	.298 	.396 	.600
ARod	2004 	Yankees 	155 	601 	112 	172 	24 	2 	36 	0 	106 	80 	6 	131 	0 	7 	10 	18 	.286 	.375 	.512
ARod	2005 	Yankees 	162 	605 	124 	194 	29 	1 	48 	1 	130 	91 	8 	139 	0 	3 	16 	8 	.321 	.421 	.610
BWms	1959 	Cubs 	18 	33 	0 	5 	0 	1 	0 	0 	2 	1 	0 	7 	0 	0 	0 	2 	.152 	.176 	.212
BWms	1960 	Cubs 	12 	47 	4 	13 	0 	2 	2 	0 	7 	5 	0 	12 	0 	0 	0 	1 	.277 	.346 	.489
BWms	1961 	Cubs 	146 	529 	75 	147 	20 	7 	25 	2 	86 	45 	11 	70 	1 	4 	5 	11 	.278 	.338 	.484
BWms	1962 	Cubs 	159 	618 	94 	184 	22 	8 	22 	0 	91 	70 	3 	72 	0 	7 	4 	11 	.298 	.369 	.466
BWms	1963 	Cubs 	161 	612 	87 	175 	36 	9 	25 	0 	95 	68 	9 	78 	2 	3 	2 	12 	.286 	.358 	.497
BWms	1964 	Cubs 	162 	645 	100 	201 	39 	2 	33 	1 	98 	59 	8 	84 	0 	3 	2 	11 	.312 	.370 	.532
BWms	1965 	Cubs 	164 	645 	115 	203 	39 	6 	34 	1 	108 	65 	7 	76 	1 	5 	3 	20 	.315 	.377 	.552
BWms	1966 	Cubs 	162 	648 	100 	179 	23 	5 	29 	0 	91 	69 	16 	61 	0 	6 	4 	12 	.276 	.347 	.461
BWms	1967 	Cubs 	162 	634 	92 	176 	21 	12 	28 	0 	84 	68 	8 	67 	2 	6 	2 	13 	.278 	.346 	.481
BWms	1968 	Cubs 	163 	642 	91 	185 	30 	8 	30 	1 	98 	48 	10 	53 	0 	7 	2 	13 	.288 	.336 	.500
BWms	1969 	Cubs 	163 	642 	103 	188 	33 	10 	21 	0 	95 	59 	15 	70 	0 	3 	4 	15 	.293 	.355 	.474
BWms	1970 	Cubs 	161 	636 	137 	205 	34 	4 	42 	1 	129 	72 	9 	65 	0 	4 	2 	13 	.322 	.391 	.586
BWms	1971 	Cubs 	157 	594 	86 	179 	27 	5 	28 	0 	93 	77 	18 	44 	0 	3 	3 	17 	.301 	.383 	.505
BWms	1972 	Cubs 	150 	574 	95 	191 	34 	6 	37 	1 	122 	62 	20 	59 	0 	8 	6 	14 	.333 	.398 	.606
BWms	1973 	Cubs 	156 	576 	72 	166 	22 	2 	20 	0 	86 	76 	14 	72 	0 	6 	1 	13 	.288 	.369 	.438
BWms	1974 	Cubs 	117 	404 	55 	113 	22 	0 	16 	1 	68 	67 	12 	44 	0 	2 	1 	9 	.280 	.382 	.453
BWms	1975 	Athletics 	155 	520 	68 	127 	20 	1 	23 	0 	81 	76 	7 	68 	1 	3 	2 	9 	.244 	.341 	.419
BWms	1976 	Athletics 	120 	351 	36 	74 	12 	0 	11 	0 	41 	58 	15 	44 	1 	3 	0 	4 	.211 	.320 	.339
DEvans	1969 	Braves 	12 	26 	3 	6 	0 	0 	0 	0 	1 	1 	0 	8 	0 	1 	0 	0 	.231 	.250 	.231
DEvans	1970 	Braves 	12 	44 	4 	14 	1 	1 	0 	0 	9 	7 	0 	5 	0 	0 	1 	2 	.318 	.423 	.386
DEvans	1971 	Braves 	89 	260 	42 	63 	11 	1 	12 	0 	38 	39 	4 	54 	0 	5 	1 	4 	.242 	.338 	.431
DEvans	1972 	Braves 	125 	418 	67 	106 	12 	0 	19 	1 	71 	90 	4 	58 	0 	9 	4 	6 	.254 	.384 	.419
DEvans	1973 	Braves 	161 	595 	114 	167 	25 	8 	41 	1 	104 	124 	8 	104 	3 	8 	3 	9 	.281 	.403 	.556
DEvans	1974 	Braves 	160 	571 	99 	137 	21 	3 	25 	1 	79 	126 	9 	88 	4 	3 	6 	11 	.240 	.381 	.419
DEvans	1975 	Braves 	156 	567 	82 	138 	22 	2 	22 	0 	73 	105 	5 	106 	2 	5 	2 	10 	.243 	.361 	.406
DEvans	1976 	Braves 	44 	139 	11 	24 	0 	0 	1 	0 	10 	30 	0 	33 	0 	0 	0 	3 	.173 	.320 	.194
DEvans	1976 	Giants 	92 	257 	42 	57 	9 	1 	10 	1 	36 	42 	4 	38 	1 	2 	0 	2 	.222 	.329 	.381
DEvans	1977 	Giants 	144 	461 	64 	117 	18 	3 	17 	0 	72 	69 	3 	50 	1 	5 	3 	8 	.254 	.351 	.416
DEvans	1978 	Giants 	159 	547 	82 	133 	24 	2 	20 	0 	78 	105 	12 	64 	6 	10 	0 	5 	.243 	.360 	.404
DEvans	1979 	Giants 	160 	562 	68 	142 	23 	2 	17 	0 	70 	91 	14 	80 	1 	5 	2 	6 	.253 	.356 	.391
DEvans	1980 	Giants 	154 	556 	69 	147 	23 	0 	20 	1 	78 	83 	6 	65 	6 	6 	2 	12 	.264 	.359 	.414
DEvans	1981 	Giants 	102 	357 	51 	92 	13 	4 	12 	0 	48 	54 	8 	33 	3 	3 	2 	4 	.258 	.356 	.417
DEvans	1982 	Giants 	141 	465 	64 	119 	20 	4 	16 	0 	61 	77 	7 	64 	3 	6 	2 	8 	.256 	.360 	.419
DEvans	1983 	Giants 	142 	523 	94 	145 	29 	3 	30 	0 	82 	84 	12 	81 	0 	2 	2 	8 	.277 	.378 	.516
DEvans	1984 	Tigers 	131 	401 	60 	93 	11 	1 	16 	0 	63 	77 	10 	70 	1 	4 	0 	7 	.232 	.353 	.384
DEvans	1985 	Tigers 	151 	505 	81 	125 	17 	0 	40 	2 	94 	85 	12 	85 	1 	2 	1 	5 	.248 	.356 	.519
DEvans	1986 	Tigers 	151 	507 	78 	122 	15 	0 	29 	2 	85 	91 	5 	105 	0 	2 	1 	6 	.241 	.356 	.442
DEvans	1987 	Tigers 	150 	499 	90 	128 	20 	0 	34 	1 	99 	100 	8 	84 	2 	6 	2 	2 	.257 	.379 	.501
DEvans	1988 	Tigers 	144 	437 	48 	91 	9 	0 	22 	0 	64 	84 	4 	89 	0 	0 	1 	14 	.208 	.337 	.380
DEvans	1989 	Braves 	107 	276 	31 	57 	6 	1 	11 	0 	39 	41 	6 	46 	0 	6 	0 	1 	.207 	.303 	.355
Snider	1947 	Dodgers 	40 	83 	6 	20 	3 	1 	0 	0 	5 	3 	NA 	24 	2 	NA 	1 	0 	.241 	.276 	.301
Snider	1948 	Dodgers 	53 	160 	22 	39 	6 	6 	5 	0 	21 	12 	NA 	27 	0 	NA 	0 	4 	.244 	.297 	.450
Snider	1949 	Dodgers 	146 	552 	100 	161 	28 	7 	23 	0 	92 	56 	NA 	92 	3 	NA 	4 	8 	.292 	.361 	.493
Snider	1950 	Dodgers 	152 	620 	109 	199 	31 	10 	31 	0 	107 	58 	NA 	79 	6 	NA 	0 	9 	.321 	.379 	.553
Snider	1951 	Dodgers 	150 	606 	96 	168 	26 	6 	29 	1 	101 	62 	NA 	97 	4 	NA 	0 	23 	.277 	.344 	.483
Snider	1952 	Dodgers 	144 	534 	80 	162 	25 	7 	21 	0 	92 	55 	NA 	77 	9 	NA 	0 	17 	.303 	.368 	.494
Snider	1953 	Dodgers 	153 	590 	132 	198 	38 	4 	42 	2 	126 	82 	NA 	90 	5 	NA 	3 	10 	.336 	.419 	.627
Snider	1954 	Dodgers 	149 	584 	120 	199 	39 	10 	40 	0 	130 	84 	NA 	96 	1 	6 	4 	12 	.341 	.423 	.647
Snider	1955 	Dodgers 	148 	538 	126 	166 	34 	6 	42 	1 	136 	104 	19 	87 	4 	6 	1 	9 	.309 	.418 	.628
Snider	1956 	Dodgers 	151 	542 	112 	158 	33 	2 	43 	1 	101 	99 	26 	101 	6 	4 	1 	16 	.292 	.399 	.598
Snider	1957 	Dodgers 	139 	508 	91 	139 	25 	7 	40 	0 	92 	77 	12 	104 	3 	3 	1 	17 	.274 	.368 	.587
Snider	1958 	Dodgers 	106 	327 	45 	102 	12 	3 	15 	0 	58 	32 	4 	49 	1 	4 	1 	11 	.312 	.371 	.505
Snider	1959 	Dodgers 	126 	370 	59 	114 	11 	2 	23 	0 	88 	58 	13 	71 	5 	2 	0 	8 	.308 	.400 	.535
Snider	1960 	Dodgers 	101 	235 	38 	57 	13 	5 	14 	0 	36 	46 	8 	54 	1 	2 	1 	7 	.243 	.366 	.519
Snider	1961 	Dodgers 	85 	233 	35 	69 	8 	3 	16 	0 	56 	29 	3 	43 	2 	1 	1 	6 	.296 	.375 	.562
Snider	1962 	Dodgers 	80 	158 	28 	44 	11 	3 	5 	0 	30 	36 	6 	32 	0 	0 	2 	5 	.278 	.418 	.481
Snider	1963 	Mets 	129 	354 	44 	86 	8 	3 	14 	0 	45 	56 	9 	74 	0 	4 	1 	2 	.243 	.345 	.401
Snider	1964 	Giants 	91 	167 	16 	35 	7 	0 	4 	0 	17 	22 	4 	40 	0 	0 	0 	2 	.210 	.302 	.323
BigCat	1985 	Expos 	24 	75 	9 	14 	1 	0 	2 	0 	4 	3 	0 	18 	0 	0 	1 	0 	.187 	.228 	.280
BigCat	1986 	Expos 	105 	321 	39 	87 	13 	0 	10 	0 	42 	30 	5 	79 	1 	1 	3 	8 	.271 	.338 	.405
BigCat	1987 	Expos 	147 	551 	72 	168 	40 	3 	13 	0 	90 	41 	13 	127 	0 	4 	10 	11 	.305 	.361 	.459
BigCat	1988 	Expos 	157 	609 	99 	184 	42 	8 	29 	0 	92 	39 	9 	153 	0 	3 	10 	12 	.302 	.352 	.540
BigCat	1989 	Expos 	152 	572 	76 	147 	30 	1 	23 	1 	85 	48 	10 	158 	0 	3 	13 	12 	.257 	.327 	.434
BigCat	1990 	Expos 	155 	579 	65 	148 	29 	0 	20 	1 	87 	40 	8 	169 	0 	5 	4 	14 	.256 	.306 	.409
BigCat	1991 	Expos 	107 	375 	34 	82 	13 	2 	9 	0 	33 	23 	5 	86 	0 	0 	2 	6 	.219 	.268 	.336
BigCat	1992 	Cardinals  95 	325 	38 	79 	14 	2 	10 	1 	39 	11 	0 	69 	0 	3 	8 	8 	.243 	.282 	.391
BigCat	1993 	Rockies 	120 	470 	71 	174 	35 	4 	22 	0 	98 	24 	12 	73 	0 	6 	6 	9 	.370 	.403 	.602
BigCat	1994 	Rockies 	103 	417 	77 	133 	21 	0 	31 	2 	85 	19 	8 	93 	0 	5 	8 	10 	.319 	.356 	.592
BigCat	1995 	Rockies 	143 	554 	89 	155 	29 	3 	31 	2 	106 	32 	6 	146 	0 	5 	13 	14 	.280 	.331 	.511
BigCat	1996 	Rockies 	159 	626 	119 	190 	39 	3 	47 	0 	150 	40 	3 	157 	0 	8 	17 	6 	.304 	.357 	.601
BigCat	1997 	Rockies 	154 	600 	120 	191 	31 	3 	41 	2 	140 	54 	2 	141 	0 	3 	17 	16 	.318 	.389 	.585
BigCat	1998 	Braves 	153 	555 	103 	169 	27 	1 	44 	0 	121 	63 	11 	146 	0 	5 	25 	8 	.305 	.397 	.595
BigCat	2000 	Braves 	141 	494 	67 	149 	25 	1 	28 	1 	100 	36 	5 	126 	0 	1 	17 	15 	.302 	.369 	.526
BigCat	2001 	Rangers 	72 	243 	33 	57 	16 	0 	10 	0 	34 	18 	1 	68 	0 	1 	9 	9 	.235 	.310 	.424
BigCat	2001 	Giants 	49 	156 	17 	45 	12 	1 	7 	0 	35 	13 	1 	49 	0 	2 	3 	3 	.288 	.351 	.513
BigCat	2002 	Expos 	104 	292 	30 	76 	12 	0 	9 	0 	40 	30 	6 	81 	0 	3 	9 	8 	.260 	.344 	.394
BigCat	2003 	Giants 	110 	272 	36 	82 	15 	0 	12 	0 	42 	19 	1 	61 	0 	0 	2 	9 	.301 	.352 	.489
BigCat	2004 	Angels 	7 	10 	1 	3 	0 	0 	1 	0 	2 	0 	0 	3 	0 	0 	1 	1 	.300 	.364 	.600
Kaline	1953 	Tigers 	30 	28 	9 	7 	0 	0 	1 	0 	2 	1 	NA 	5 	0 	NA 	1 	1 	.250 	.300 	.357
Kaline	1954 	Tigers 	138 	504 	42 	139 	18 	3 	4 	1 	43 	22 	NA 	45 	7 	2 	0 	21 	.276 	.305 	.347
Kaline	1955 	Tigers 	152 	588 	121 	200 	24 	8 	27 	0 	102 	82 	12 	57 	0 	6 	5 	13 	.340 	.421 	.546
Kaline	1956 	Tigers 	153 	617 	96 	194 	32 	10 	27 	0 	128 	70 	4 	55 	1 	4 	1 	10 	.314 	.383 	.530
Kaline	1957 	Tigers 	149 	577 	83 	170 	29 	4 	23 	0 	90 	43 	7 	38 	6 	7 	3 	10 	.295 	.343 	.478
Kaline	1958 	Tigers 	146 	543 	84 	170 	34 	7 	16 	0 	85 	54 	6 	47 	3 	5 	2 	18 	.313 	.374 	.490
Kaline	1959 	Tigers 	136 	511 	86 	167 	19 	2 	27 	0 	94 	72 	12 	42 	2 	6 	4 	11 	.327 	.410 	.530
Kaline	1960 	Tigers 	147 	551 	77 	153 	29 	4 	15 	1 	68 	65 	3 	47 	5 	5 	3 	18 	.278 	.354 	.426
Kaline	1961 	Tigers 	153 	586 	116 	190 	41 	7 	19 	0 	82 	66 	2 	42 	4 	5 	4 	16 	.324 	.393 	.515
Kaline	1962 	Tigers 	100 	398 	78 	121 	16 	6 	29 	1 	94 	47 	3 	39 	2 	4 	1 	17 	.304 	.376 	.593
Kaline	1963 	Tigers 	145 	551 	89 	172 	24 	3 	27 	0 	101 	54 	12 	48 	3 	4 	4 	12 	.312 	.375 	.514
Kaline	1964 	Tigers 	146 	525 	77 	154 	31 	5 	17 	0 	68 	75 	6 	51 	2 	3 	3 	12 	.293 	.383 	.469
Kaline	1965 	Tigers 	125 	399 	72 	112 	18 	2 	18 	0 	72 	72 	11 	49 	0 	3 	0 	9 	.281 	.388 	.471
Kaline	1966 	Tigers 	142 	479 	85 	138 	29 	1 	29 	0 	88 	81 	7 	66 	1 	6 	5 	7 	.288 	.392 	.534
Kaline	1967 	Tigers 	131 	458 	94 	141 	28 	2 	25 	0 	78 	83 	10 	47 	2 	6 	1 	16 	.308 	.411 	.541
Kaline	1968 	Tigers 	102 	327 	49 	94 	14 	1 	10 	0 	53 	55 	7 	39 	1 	3 	3 	4 	.287 	.392 	.428
Kaline	1969 	Tigers 	131 	456 	74 	124 	17 	0 	21 	0 	69 	54 	4 	61 	0 	7 	1 	11 	.272 	.346 	.447
Kaline	1970 	Tigers 	131 	467 	64 	130 	24 	4 	16 	0 	71 	77 	5 	49 	3 	7 	1 	20 	.278 	.377 	.450
Kaline	1971 	Tigers 	133 	405 	69 	119 	19 	2 	15 	0 	54 	82 	9 	57 	1 	6 	7 	12 	.294 	.416 	.462
Kaline	1972 	Tigers 	106 	278 	46 	87 	11 	2 	10 	0 	32 	28 	5 	33 	1 	5 	2 	11 	.313 	.374 	.475
Kaline	1973 	Tigers 	91 	310 	40 	79 	13 	0 	10 	1 	45 	29 	4 	28 	0 	5 	3 	10 	.255 	.320 	.394
Kaline	1974 	Tigers 	147 	558 	71 	146 	28 	2 	13 	0 	64 	65 	2 	75 	1 	5 	1 	12 	.262 	.337 	.389
Murphy	1976 	Braves 	19 	65 	3 	17 	6 	0 	0 	0 	9 	7 	0 	9 	0 	0 	0 	0 	.262 	.333 	.354
Murphy	1977 	Braves 	18 	76 	5 	24 	8 	1 	2 	0 	14 	0 	0 	8 	0 	0 	0 	3 	.316 	.316 	.526
Murphy	1978 	Braves 	151 	530 	66 	120 	14 	3 	23 	2 	79 	42 	3 	145 	3 	5 	3 	15 	.226 	.284 	.394
Murphy	1979 	Braves 	104 	384 	53 	106 	7 	2 	21 	0 	57 	38 	5 	67 	0 	5 	2 	12 	.276 	.340 	.469
Murphy	1980 	Braves 	156 	569 	98 	160 	27 	2 	33 	1 	89 	59 	9 	133 	2 	2 	1 	8 	.281 	.349 	.510
Murphy	1981 	Braves 	104 	369 	43 	91 	12 	1 	13 	0 	50 	44 	8 	72 	1 	2 	0 	10 	.247 	.325 	.390
Murphy	1982	Braves 	162 	598 	113 	168 	23 	2 	36 	0 	109 	93 	9 	134 	0 	4 	3 	10 	.281 	.378 	.507
Murphy	1983 	Braves 	162 	589 	131 	178 	24 	4 	36 	0 	121 	90 	12 	110 	0 	6 	2 	15 	.302 	.393 	.540
Murphy	1984 	Braves 	162 	607 	94 	176 	32 	8 	36 	0 	100 	79 	20 	134 	0 	3 	2 	13 	.290 	.372 	.547
Murphy	1985 	Braves 	162 	616 	118 	185 	32 	2 	37 	0 	111 	90 	15 	141 	0 	5 	1 	14 	.300 	.388 	.539
Murphy	1986 	Braves 	160 	614 	89 	163 	29 	7 	29 	0 	83 	75 	5 	141 	0 	1 	2 	10 	.265 	.347 	.477
Murphy	1987 	Braves 	159 	566 	115 	167 	27 	1 	44 	1 	105 	115 	29 	136 	0 	5 	7 	11 	.295 	.417 	.580
Murphy	1988 	Braves 	156 	592 	77 	134 	35 	4 	24 	0 	77 	74 	16 	125 	0 	3 	2 	24 	.226 	.313 	.421
Murphy	1989 	Braves 	154 	574 	60 	131 	16 	0 	20 	0 	84 	65 	10 	142 	0 	6 	2 	14 	.228 	.306 	.361
Murphy	1990 	Braves 	97 	349 	38 	81 	14 	0 	17 	0 	55 	41 	11 	84 	0 	3 	1 	11 	.232 	.312 	.418
Murphy	1990 	Phillies 	57 	214 	22 	57 	9 	1 	7 	0 	28 	20 	3 	46 	0 	1 	0 	11 	.266 	.328 	.416
Murphy	1991 	Phillies 	153 	544 	66 	137 	33 	1 	18 	1 	81 	48 	3 	93 	0 	7 	0 	20 	.252 	.309 	.415
Murphy	1992 	Phillies 	18 	62 	5 	10 	1 	0 	2 	0 	7 	1 	0 	13 	0 	0 	0 	3 	.161 	.175 	.274
Murphy	1993 	Rockies 	26 	42 	1 	6 	1 	0 	0 	0 	7 	5 	1 	15 	0 	2 	0 	5 	.143 	.224 	.167
Piazza	1992 	Dodgers 	21 	69 	5 	16 	3 	0 	1 	0 	7 	4 	0 	12 	0 	0 	1 	1 	.232 	.284 	.319
Piazza	1993 	Dodgers 	149 	547 	81 	174 	24 	2 	35 	0 	112 	46 	6 	86 	0 	6 	3 	10 	.318 	.370 	.561
Piazza	1994 	Dodgers 	107 	405 	64 	129 	18 	0 	24 	2 	92 	33 	10 	65 	0 	2 	1 	11 	.319 	.370 	.541
Piazza	1995 	Dodgers 	112 	434 	82 	150 	17 	0 	32 	2 	93 	39 	10 	80 	0 	1 	1 	10 	.346 	.400 	.606
Piazza	1996 	Dodgers 	148 	547 	87 	184 	16 	0 	36 	1 	105 	81 	21 	93 	0 	2 	1 	21 	.336 	.422 	.563
Piazza	1997 	Dodgers 	152 	556 	104 	201 	32 	1 	40 	0 	124 	69 	11 	77 	0 	5 	3 	19 	.362 	.431 	.638
Piazza	1998 	Dodgers 	37 	149 	20 	42 	5 	0 	9 	3 	30 	11 	4 	27 	0 	1 	0 	3 	.282 	.329 	.497
Piazza	1998 	Marlins 	5 	18 	1 	5 	0 	1 	0 	0 	5 	0 	0 	0 	0 	1 	0 	0 	.278 	.263 	.389
Piazza	1998 	Mets 	109 	394 	67 	137 	33 	0 	23 	1 	76 	47 	10 	53 	0 	3 	2 	12 	.348 	.417 	.607
Piazza	1999 	Mets 	141 	534 	100 	162 	25 	0 	40 	0 	124 	51 	11 	70 	0 	7 	1 	27 	.303 	.361 	.575
Piazza	2000 	Mets 	136 	482 	90 	156 	26 	0 	38 	3 	113 	58 	10 	69 	0 	2 	3 	15 	.324 	.398 	.614
Piazza	2001 	Mets 	141 	503 	81 	151 	29 	0 	36 	0 	94 	67 	19 	87 	0 	1 	2 	20 	.300 	.384 	.573
Piazza	2002 	Mets 	135 	478 	69 	134 	23 	2 	33 	2 	98 	57 	9 	82 	0 	3 	3 	26 	.280 	.359 	.544
Piazza	2003 	Mets 	68 	234 	37 	67 	13 	0 	11 	0 	34 	35 	3 	40 	0 	3 	1 	11 	.286 	.377 	.483
Piazza	2004 	Mets 	129 	455 	47 	121 	21 	0 	20 	0 	54 	68 	14 	78 	0 	3 	2 	14 	.266 	.362 	.444
Piazza	2005 	Mets 	113 	398 	41 	100 	23 	0 	19 	0 	62 	41 	6 	67 	0 	0 	3 	7 	.251 	.326 	.452
JCarter	1983 	Cubs 	23 	51 	6 	9 	1 	1 	0 	0 	1 	0 	0 	21 	1 	0 	0 	1 	.176 	.176 	.235
JCarter	1984 	Indians 	66 	244 	32 	67 	6 	1 	13 	1 	41 	11 	0 	48 	0 	1 	1 	2 	.275 	.307 	.467
JCarter	1985 	Indians 	143 	489 	64 	128 	27 	0 	15 	0 	59 	25 	2 	74 	3 	4 	2 	9 	.262 	.298 	.409
JCarter	1986 	Indians 	162 	663 	108 	200 	36 	9 	29 	2 	121 	32 	3 	95 	1 	8 	5 	8 	.302 	.335 	.514
JCarter	1987 	Indians 	149 	588 	83 	155 	27 	2 	32 	0 	106 	27 	6 	105 	1 	4 	9 	8 	.264 	.304 	.480
JCarter	1988 	Indians 	157 	621 	85 	168 	36 	6 	27 	1 	98 	35 	6 	82 	1 	6 	7 	6 	.271 	.314 	.478
JCarter	1989 	Indians 	162 	651 	84 	158 	32 	4 	35 	0 	105 	39 	8 	112 	2 	5 	8 	6 	.243 	.292 	.465
JCarter	1990 	Padres 	162 	634 	79 	147 	27 	1 	24 	2 	115 	48 	18 	93 	0 	8 	7 	12 	.232 	.290 	.391
JCarter	1991 	BlueJays 	162 	638 	89 	174 	42 	3 	33 	0 	108 	49 	12 	112 	0 	9 	10 	6 	.273 	.330 	.503
JCarter	1992 	BlueJays 	158 	622 	97 	164 	30 	7 	34 	0 	119 	36 	4 	109 	1 	13 	11 	14 	.264 	.309 	.498
JCarter	1993 	BlueJays 	155 	603 	92 	153 	33 	5 	33 	1 	121 	47 	5 	113 	0 	10 	9 	10 	.254 	.312 	.489
JCarter	1994 	BlueJays 	111 	435 	70 	118 	25 	2 	27 	0 	103 	33 	6 	64 	0 	13 	2 	6 	.271 	.317 	.524
JCarter	1995 	BlueJays 	139 	558 	70 	141 	23 	0 	25 	0 	76 	37 	5 	87 	0 	5 	3 	11 	.253 	.300 	.428
JCarter	1996 	BlueJays 	157 	625 	84 	158 	35 	7 	30 	1 	107 	44 	2 	106 	0 	6 	7 	12 	.253 	.306 	.475
JCarter	1997 	BlueJays 	157 	612 	76 	143 	30 	4 	21 	2 	102 	40 	5 	105 	0 	9 	7 	12 	.234 	.284 	.399
JCarter	1998 	Orioles 	85 	283 	36 	70 	15 	1 	11 	0 	34 	18 	4 	48 	0 	0 	2 	7 	.247 	.297 	.424
JCarter	1998 	Giants 	41 	105 	15 	31 	7 	0 	7 	0 	29 	6 	0 	13 	0 	4 	0 	2 	.295 	.322 	.562
Nettles	1967 	Twins 	3 	3 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	.333 	.333 	.667
Nettles	1968 	Twins 	22 	76 	13 	17 	2 	1 	5 	0 	8 	7 	1 	20 	0 	0 	1 	2 	.224 	.298 	.474
Nettles	1969 	Twins 	96 	225 	27 	50 	9 	2 	7 	0 	26 	32 	1 	47 	1 	2 	1 	6 	.222 	.319 	.373
Nettles	1970 	Indians 	157 	549 	81 	129 	13 	1 	26 	0 	62 	81 	3 	77 	0 	0 	3 	12 	.235 	.336 	.404
Nettles	1971 	Indians 	158 	598 	78 	156 	18 	1 	28 	0 	86 	82 	6 	56 	1 	6 	3 	15 	.261 	.350 	.435
Nettles	1972 	Indians 	150 	557 	65 	141 	28 	0 	17 	0 	70 	57 	5 	50 	2 	3 	4 	9 	.253 	.325 	.395
Nettles	1973 	Yankees 	160 	552 	65 	129 	18 	0 	22 	0 	81 	78 	3 	76 	0 	4 	7 	15 	.234 	.334 	.386
Nettles	1974 	Yankees 	155 	566 	74 	139 	21 	1 	22 	1 	75 	59 	8 	75 	1 	9 	3 	9 	.246 	.316 	.403
Nettles	1975 	Yankees 	157 	581 	71 	155 	24 	4 	21 	0 	91 	51 	3 	88 	2 	11 	2 	8 	.267 	.322 	.430
Nettles	1976 	Yankees 	158 	583 	88 	148 	29 	2 	32 	1 	93 	62 	6 	94 	2 	5 	4 	8 	.254 	.327 	.475
Nettles	1977 	Yankees 	158 	589 	99 	150 	23 	4 	37 	0 	107 	68 	8 	79 	0 	4 	3 	8 	.255 	.333 	.496
Nettles	1978 	Yankees 	159 	587 	81 	162 	23 	2 	27 	0 	93 	59 	6 	69 	1 	9 	6 	20 	.276 	.343 	.460
Nettles	1979 	Yankees 	145 	521 	71 	132 	15 	1 	20 	0 	73 	59 	6 	53 	0 	8 	0 	14 	.253 	.325 	.401
Nettles	1980 	Yankees 	89 	324 	52 	79 	14 	0 	16 	0 	45 	42 	5 	42 	0 	2 	1 	8 	.244 	.331 	.435
Nettles	1981 	Yankees 	103 	349 	46 	85 	7 	1 	15 	0 	46 	47 	4 	49 	2 	3 	1 	5 	.244 	.333 	.398
Nettles	1982 	Yankees 	122 	405 	47 	94 	11 	2 	18 	1 	55 	51 	4 	49 	0 	4 	1 	11 	.232 	.317 	.402
Nettles	1983 	Yankees 	129 	462 	56 	123 	17 	3 	20 	0 	75 	51 	2 	65 	0 	3 	3 	9 	.266 	.341 	.446
