Player	Yr		Team 	G 	AB 	R 	H 	2B 	3B 	HR 	GS 	RBI 	BB 	IBB 	SO 	SH 	SF 	HBP 	GIDP AVG 	OBP  	SLG
Nettles	1984 	Padres 	124 	395 	56 	90 	11 	1 	20 	0 	65 	58 	4 	55 	0 	7 	5 	12 	.228 	.329 	.413
Nettles	1985 	Padres 	137 	440 	66 	115 	23 	1 	15 	0 	61 	72 	5 	59 	0 	3 	0 	10 	.261 	.363 	.420
Nettles	1986 	Padres 	126 	354 	36 	77 	9 	0 	16 	0 	55 	41 	8 	62 	0 	3 	2 	6 	.218 	.300 	.379
Nettles	1987 	Braves 	112 	177 	16 	37 	8 	1 	5 	1 	33 	22 	4 	25 	0 	2 	0 	6 	.209 	.294 	.350
Nettles	1988 	Expos 	80 	93 	5 	16 	4 	0 	1 	0 	14 	9 	2 	19 	0 	2 	0 	4 	.172 	.240 	.247
Bench	1967 	Reds 	26 	86 	7 	14 	3 	1 	1 	0 	6 	5 	0 	19 	1 	1 	0 	4 	.163 	.207 	.256
Bench	1968 	Reds 	154 	564 	67 	155 	40 	2 	15 	0 	82 	31 	8 	96 	2 	8 	2 	14 	.275 	.311 	.433
Bench	1969 	Reds 	148 	532 	83 	156 	23 	1 	26 	1 	90 	49 	7 	86 	0 	7 	4 	7 	.293 	.353 	.487
Bench	1970 	Reds 	158 	605 	97 	177 	35 	4 	45 	0 	148 	54 	9 	102 	1 	11 	0 	12 	.293 	.345 	.587
Bench	1971 	Reds 	149 	562 	80 	134 	19 	2 	27 	0 	61 	49 	7 	83 	0 	2 	0 	20 	.238 	.299 	.423
Bench	1972 	Reds 	147 	538 	87 	145 	22 	2 	40 	1 	125 	100 	23 	84 	0 	12 	2 	18 	.270 	.379 	.541
Bench	1973 	Reds 	152 	557 	83 	141 	17 	3 	25 	0 	104 	83 	14 	83 	1 	10 	0 	22 	.253 	.345 	.429
Bench	1974 	Reds 	160 	621 	108 	174 	38 	2 	33 	2 	129 	80 	15 	90 	0 	4 	3 	13 	.280 	.363 	.507
Bench	1975 	Reds 	142 	530 	83 	150 	39 	1 	28 	2 	110 	65 	12 	108 	0 	8 	2 	12 	.283 	.359 	.519
Bench	1976 	Reds 	135 	465 	62 	109 	24 	1 	16 	0 	74 	81 	6 	95 	0 	4 	2 	9 	.234 	.348 	.394
Bench	1977 	Reds 	142 	494 	67 	136 	34 	2 	31 	2 	109 	58 	8 	95 	0 	7 	1 	10 	.275 	.348 	.540
Bench	1978 	Reds 	120 	393 	52 	102 	17 	1 	23 	1 	73 	50 	10 	83 	1 	6 	1 	9 	.260 	.340 	.483
Bench	1979 	Reds 	130 	464 	73 	128 	19 	0 	22 	0 	80 	67 	8 	73 	3 	4 	0 	11 	.276 	.364 	.459
Bench	1980 	Reds 	114 	360 	52 	90 	12 	0 	24 	2 	68 	41 	2 	64 	0 	4 	2 	9 	.250 	.327 	.483
Bench	1981 	Reds 	52 	178 	14 	55 	8 	0 	8 	0 	25 	17 	3 	21 	1 	0 	0 	4 	.309 	.369 	.489
Bench	1982 	Reds 	119 	399 	44 	103 	16 	0 	13 	0 	38 	37 	2 	58 	1 	2 	0 	14 	.258 	.320 	.396
Bench	1983 	Reds 	110 	310 	32 	79 	15 	2 	12 	0 	54 	24 	1 	38 	0 	0 	0 	13 	.255 	.308 	.432
DwEvans	1972 	RedSox 	18 	57 	2 	15 	3 	1 	1 	0 	6 	7 	0 	13 	0 	0 	0 	2 	.263 	.344 	.404
DwEvans	1973 	RedSox 	119 	282 	46 	63 	13 	1 	10 	0 	32 	40 	2 	52 	3 	2 	1 	8 	.223 	.320 	.383
DwEvans	1974 	RedSox 	133 	463 	60 	130 	19 	8 	10 	0 	70 	38 	2 	77 	6 	5 	2 	9 	.281 	.335 	.421
DwEvans	1975 	RedSox 	128 	412 	61 	113 	24 	6 	13 	1 	56 	47 	3 	60 	5 	2 	4 	10 	.274 	.353 	.456
DwEvans	1976 	RedSox 	146 	501 	61 	121 	34 	5 	17 	0 	62 	57 	4 	92 	3 	4 	6 	11 	.242 	.324 	.431
DwEvans	1977 	RedSox 	73 	230 	39 	66 	9 	2 	14 	0 	36 	28 	0 	58 	6 	1 	0 	3 	.287 	.363 	.526
DwEvans	1978 	RedSox 	147 	497 	75 	123 	24 	2 	24 	0 	63 	65 	2 	119 	6 	2 	2 	15 	.247 	.336 	.449
DwEvans	1979 	RedSox 	152 	489 	69 	134 	24 	1 	21 	0 	58 	69 	7 	76 	3 	1 	1 	14 	.274 	.364 	.456
DwEvans	1980 	RedSox 	148 	463 	72 	123 	37 	5 	18 	0 	60 	64 	6 	98 	6 	4 	5 	5 	.266 	.358 	.484
DwEvans	1981 	RedSox 	108 	412 	84 	122 	19 	4 	22 	0 	71 	85 	1 	85 	3 	3 	1 	8 	.296 	.415 	.522
DwEvans	1982 	RedSox 	162 	609 	122 	178 	37 	7 	32 	0 	98 	112 	1 	125 	3 	2 	1 	17 	.292 	.402 	.534
DwEvans	1983 	RedSox 	126 	470 	74 	112 	19 	4 	22 	0 	58 	70 	5 	97 	0 	2 	2 	12 	.238 	.338 	.436
DwEvans	1984 	RedSox 	162 	630 	121 	186 	37 	8 	32 	1 	104 	96 	2 	115 	1 	7 	4 	19 	.295 	.388 	.532
DwEvans	1985 	RedSox 	159 	617 	110 	162 	29 	1 	29 	0 	78 	114 	4 	105 	1 	7 	5 	16 	.263 	.378 	.454
DwEvans	1986 	RedSox 	152 	529 	86 	137 	33 	2 	26 	0 	97 	97 	4 	117 	2 	6 	6 	11 	.259 	.376 	.476
DwEvans	1987 	RedSox 	154 	541 	109 	165 	37 	2 	34 	1 	123 	106 	6 	98 	0 	7 	3 	10 	.305 	.417 	.569
DwEvans	1988 	RedSox 	149 	559 	96 	164 	31 	7 	21 	0 	111 	76 	3 	99 	2 	7 	1 	16 	.293 	.375 	.487
DwEvans	1989 	RedSox 	146 	520 	82 	148 	27 	3 	20 	2 	100 	99 	1 	84 	1 	7 	3 	16 	.285 	.397 	.463
DwEvans	1990 	RedSox 	123 	445 	66 	111 	18 	3 	13 	0 	63 	67 	5 	73 	0 	6 	4 	18 	.249 	.349 	.391
DwEvans	1991 	Orioles 	101 	270 	35 	73 	9 	1 	6 	1 	38 	54 	2 	54 	1 	2 	2 	7 	.270 	.393 	.378
Baines	1980 	CWS 	141 	491 	55 	125 	23 	6 	13 	0 	49 	19 	7 	65 	2 	5 	1 	15 	.255 	.281 	.405
Baines	1981 	CWS 	82 	280 	42 	80 	11 	7 	10 	0 	41 	12 	4 	41 	0 	2 	2 	6 	.286 	.318 	.482
Baines	1982 	CWS 	161 	608 	89 	165 	29 	8 	25 	2 	105 	49 	10 	95 	2 	9 	0 	12 	.271 	.321 	.469
Baines	1983 	CWS 	156 	596 	76 	167 	33 	2 	20 	1 	99 	49 	13 	85 	3 	6 	1 	15 	.280 	.333 	.443
Baines	1984 	CWS 	147 	569 	72 	173 	28 	10 	29 	1 	94 	54 	9 	75 	1 	5 	0 	12 	.304 	.361 	.541
Baines	1985 	CWS 	160 	640 	86 	198 	29 	3 	22 	1 	113 	42 	8 	89 	0 	10 	1 	23 	.309 	.348 	.467
Baines	1986 	CWS 	145 	570 	72 	169 	29 	2 	21 	0 	88 	38 	9 	89 	0 	8 	2 	14 	.296 	.338 	.465
Baines	1987 	CWS 	132 	505 	59 	148 	26 	4 	20 	0 	93 	46 	2 	82 	0 	2 	1 	12 	.293 	.352 	.479
Baines	1988 	CWS 	158 	599 	55 	166 	39 	1 	13 	0 	81 	67 	14 	109 	0 	7 	1 	21 	.277 	.347 	.411
Baines	1989 	CWS 	96 	333 	55 	107 	20 	1 	13 	0 	56 	60 	13 	52 	0 	3 	1 	11 	.321 	.423 	.505
Baines	1989 	Rangers 	50 	172 	18 	49 	9 	0 	3 	0 	16 	13 	0 	27 	0 	1 	0 	4 	.285 	.333 	.390
Baines	1990 	Rangers 	103 	321 	41 	93 	10 	1 	13 	0 	44 	47 	9 	63 	0 	3 	0 	13 	.290 	.377 	.449
Baines	1990 	Athletics 	32 	94 	11 	25 	5 	0 	3 	0 	21 	20 	1 	17 	0 	4 	0 	4 	.266 	.381 	.415
Baines	1991 	Athletics 	141 	488 	76 	144 	25 	1 	20 	2 	90 	72 	22 	67 	0 	5 	1 	12 	.295 	.383 	.473
Baines	1992 	Athletics 	140 	478 	58 	121 	18 	0 	16 	0 	76 	59 	6 	61 	0 	6 	0 	11 	.253 	.331 	.391
Baines	1993 	Orioles 	118 	416 	64 	130 	22 	0 	20 	1 	78 	57 	9 	52 	1 	6 	0 	14 	.313 	.390 	.510
Baines	1994 	Orioles 	94 	326 	44 	96 	12 	1 	16 	0 	54 	30 	6 	49 	0 	0 	1 	9 	.294 	.356 	.485
Baines	1995 	Orioles 	127 	385 	60 	115 	19 	1 	24 	2 	63 	70 	13 	45 	0 	4 	0 	17 	.299 	.403 	.540
Baines	1996 	CWS 	143 	495 	80 	154 	29 	0 	22 	2 	95 	73 	7 	62 	0 	3 	1 	20 	.311 	.399 	.503
Baines	1997 	CWS 	93 	318 	40 	97 	18 	0 	12 	0 	52 	41 	10 	47 	0 	2 	0 	9 	.305 	.382 	.475
Baines	1997 	Orioles 	44 	134 	15 	39 	5 	0 	4 	0 	15 	14 	1 	15 	0 	1 	0 	3 	.291 	.356 	.418
Baines	1998 	Orioles 	104 	293 	40 	88 	17 	0 	9 	0 	57 	32 	4 	40 	0 	2 	1 	17 	.300 	.369 	.451
Baines	1999 	Orioles 	107 	345 	57 	111 	16 	1 	24 	1 	81 	43 	3 	38 	0 	2 	0 	14 	.322 	.395 	.583
Baines	1999 	Indians 	28 	85 	5 	23 	2 	0 	1 	0 	22 	11 	0 	10 	0 	0 	0 	2 	.271 	.354 	.329
Baines	2000 	Orioles 	72 	222 	24 	59 	8 	0 	10 	0 	30 	29 	6 	39 	0 	1 	0 	6 	.266 	.349 	.437
Baines	2000 	CWS 	24 	61 	2 	13 	5 	0 	1 	0 	9 	7 	1 	11 	0 	0 	0 	0 	.213 	.294 	.344
Baines	2001 	CWS 	32 	84 	3 	11 	1 	0 	0 	0 	6 	8 	0 	16 	0 	2 	0 	2 	.131 	.202 	.143
LWalker	1989 	Expos 	20 	47 	4 	8 	0 	0 	0 	0 	4 	5 	0 	13 	3 	0 	1 	0 	.170 	.264 	.170
LWalker	1990 	Expos 	133 	419 	59 	101 	18 	3 	19 	0 	51 	49 	5 	112 	3 	2 	5 	8 	.241 	.326 	.434
LWalker	1991 	Expos 	137 	487 	59 	141 	30 	2 	16 	0 	64 	42 	2 	102 	1 	4 	5 	7 	.290 	.349 	.458
LWalker	1992 	Expos 	143 	528 	85 	159 	31 	4 	23 	0 	93 	41 	10 	97 	0 	8 	6 	9 	.301 	.353 	.506
LWalker	1993 	Expos 	138 	490 	85 	130 	24 	5 	22 	1 	86 	80 	20 	76 	0 	6 	6 	8 	.265 	.371 	.469
LWalker	1994 	Expos 	103 	395 	76 	127 	44 	2 	19 	0 	86 	47 	5 	74 	0 	6 	4 	8 	.322 	.394 	.587
LWalker	1995 	Rockies 	131 	494 	96 	151 	31 	5 	36 	0 	101 	49 	13 	72 	0 	5 	14 	13 	.306 	.381 	.607
LWalker	1996 	Rockies 	83 	272 	58 	75 	18 	4 	18 	0 	58 	20 	2 	58 	0 	3 	9 	7 	.276 	.342 	.570
LWalker	1997 	Rockies 	153 	568 	143 	208 	46 	4 	49 	0 	130 	78 	14 	90 	0 	4 	14 	15 	.366 	.452 	.720
LWalker	1998 	Rockies 	130 	454 	113 	165 	46 	3 	23 	2 	67 	64 	2 	61 	0 	2 	4 	11 	.363 	.445 	.630
LWalker	1999 	Rockies 	127 	438 	108 	166 	26 	4 	37 	0 	115 	57 	8 	52 	0 	6 	12 	12 	.379 	.458 	.710
LWalker	2000 	Rockies 	87 	314 	64 	97 	21 	7 	9 	1 	51 	46 	4 	40 	0 	3 	9 	12 	.309 	.409 	.506
LWalker	2001 	Rockies 	142 	497 	107 	174 	35 	3 	38 	0 	123 	82 	6 	103 	0 	8 	14 	9 	.350 	.449 	.662
LWalker	2002 	Rockies 	136 	477 	95 	161 	40 	4 	26 	0 	104 	65 	6 	73 	0 	4 	7 	8 	.338 	.421 	.602
LWalker	2003 	Rockies 	143 	454 	86 	129 	25 	7 	16 	1 	79 	98 	14 	87 	0 	1 	11 	9 	.284 	.422 	.476
LWalker	2004 	Rockies 	38 	108 	22 	35 	9 	3 	6 	0 	20 	25 	2 	23 	0 	1 	4 	2 	.324 	.464 	.630
LWalker	2004 	Cardinals 44 	150 	29 	42 	7 	1 	11 	2 	27 	24 	1 	34 	0 	0 	4 	6 	.280 	.393 	.560
LWalker	2005 	Cardinals 100 	315 	66 	91 	20 	1 	15 	0 	52 	41 	3 	64 	0 	2 	9 	9 	.289 	.384 	.502
